rating,long,place,address,lat,type
4.0,1.5717974,"

La Mola
","Av. Joan Marti, 62 | or Av. Coprincep Episcopal 62, AD200, Andorra ",42.529679,hotel
4.5,,"

Guillem Hotel
","Arinsols 10, Andorra la Vella AD 200, Andorra ",,hotel
3.5,1.7333281,"

Hotel Cal Ruiz
","Avinguda Consell General 10-12, Pas de la Casa AD200, Andorra ",42.5440195,hotel
4.0,1.7316173,"

Hotel Guineu
","Carrer la Solana 34, Pas de la Casa AD200, Andorra ",42.5423167,hotel
3.5,1.6660487,"

Ahotels Piolets & Spa
","Ctra General s/n, Soldeu AD100, Andorra ",42.577791,hotel
3.5,1.5342514,"

Exe Princep Hotel
","C/ de la Unio, 5, Escaldes-Engordany AD700, Andorra ",42.5081263,hotel
3.5,1.7315825,"

Alaska Aparthotel
","Carrer de la Solana 4, Pas de la Casa AD200, Andorra ",42.5425666,hotel
3.5,1.5384347,"

Tulip Inn Andorra Delfos Hotel
","Avd del Fener 17, Escaldes-Engordany AD700, Andorra ",42.5081173,hotel
3.0,1.7309835,"

Hotel Reial Pirineus
","Calle de la Solana 64-66, Pas de la Casa AD200, Andorra ",42.5423862,hotel
3.5,1.533196,"

Hotel Les 7 Claus
","Av. Fiter i Rossell 49, Escaldes-Engordany AD700, Andorra ",42.5137555,hotel
3.0,1.5416455,"

Panorama Hotel
","Carretera de l'Obach s/n, Escaldes-Engordany AD700, Andorra ",42.5079192,hotel
3.0,1.7334066,"

Hotel Panda
","Avda del Consell General 11, Pas de la Casa AD200, Andorra ",42.543386,hotel
3.0,1.5133106,"

President Hotel
","Av Santa Coloma 42 - 44, Andorra la Vella AD200, Andorra ",42.5031743,hotel
3.0,1.5408226,"

Hotel & Aparthotel Cosmos
","Av. De les Escoles 10, Escaldes-Engordany AD700, Andorra ",42.5094337,hotel
3.5,1.4888171,"

Xalet Besoli
","Carretera Escladella s/n, Arinsal AD400, Andorra ",42.5691424,hotel
3.5,1.4755676,"

Hotel Sol-Park
","Carretera de Fontaneda, Sant Julia de Loria AD600, Andorra ",42.4574121,hotel
3.5,,"

Niunit Hotel
","Carretera General 1 s/n, El Serrat AD 300, Andorra ",,hotel
3.0,1.5202752,"

Andorra Center
","Dr. Nequi 12, Andorra la Vella AD500, Andorra ",42.5076577,hotel
4.5,,"

Grandvalira Ski Resort
","Address: Av. Carlemany 68 | Illa Carlemany Offices, Bureau 401, Andorra la Vella AD700, Andorra ",,attraction
5.0,,"

Lagos de Tristania
","Address: El Serrat, Andorra ",,attraction
4.5,1.4818459,"

Tristaina Lake Trail
","Address: La Coma | Nr. Vallnort Ski Resort, Arcalis, Arinsal, Andorra ",42.5748011,attraction
4.5,1.6660487,"

Soldeu el Tarter
","Address: Soldeu, Andorra ",42.577791,attraction
4.0,1.4818459,"

Vallnord Ski Area, Sector Arinsal
","Address: Av. Traves, 2 - Edf Casa Casa Ferre 10, Arinsal AD400, Andorra ",42.5748011,attraction
4.5,,"

Valle de Incles
","Address: Incles, Andorra ",,attraction
4.5,1.5218355,"

Casa de la Vall
","Address: Carrer de la Vall s/n, Andorra la Vella AD500, Andorra ",42.5063174,attraction
4.5,1.577922,"

National Automobile Museum
","Address: Av. de Joan Marti, 64, Encamp AD200, Andorra ",42.5330329,attraction
4.5,1.6660487,"

Soldeu Ski School
","Address: Main Street, Soldeu, Andorra ",42.577791,attraction
4.0,1.4921277,"

Tobotronc
","Address: Sant Julia de Loria, AD600, Andorra ",42.4657861,attraction
4.5,1.5994581,"

Sant Joan de Caselles
","Address: Ctra. General 2, s/n, Canillo AD100, Andorra ",42.5666535,attraction
4.0,1.5903635,"

Santuario de Meritxell
","Address: Ctra. General, Meritxell, Canillo AD100, Andorra ",42.5557411,attraction
5.0,1.5387862,"

Madriu-Perafita-Claror Valley
","Address: Escaldes-Engordany AD700 , Andorra ",42.5100804,attraction
4.5,,"

Tobacco Museum
","Address: Carrer del Doctor Palau, 17, Sant Julia de Loria AD700, Andorra ",,attraction
4.5,1.4984765,"

Santa Coloma Church
","Address: Santa Coloma AD500, Andorra ",42.4952157,attraction
5.0,1.5387862,"

Juclar Lake
","Address: Incles Valley, Escaldes-Engordany, Andorra ",42.5100804,attraction
4.5,1.5994581,"

Motorcycle Museum
","Address: Ctra. General 2 s/n (al lado de Sant Joan de Caselles), Canillo AD100, Andorra ",42.5666535,attraction
4.5,1.5830224,"

Engolasters Lake-Les Pardines Path
","Address: Engolasters Lake, Encamp, Andorra ",42.5362652,attraction
4.5,,"

Museu Casa d'Areny-Plandolit
","Address: Carrer Major- Casa d'Areny-Plandolit, Ordino AD 300, Andorra ",,attraction
5.0,,"

Sant Cerni de Nagol Church
","Address: Sant Cerni de Nagol, Nagol AD600, Andorra ",,attraction
4.5,1.5218355,"

Sola Irrigation Canal Trail
","Address: Nr. Sant Antoni de la Grella Church, Andorra la Vella, Andorra ",42.5063174,attraction
4.5,1.5830224,"

Engolasters Lake Trail
","Address: Nr. National Automobile Museum, Encamp, Andorra ",42.5362652,attraction
4.5,1.5824488,"

Ethnographic Museum Casa Cristo
","Address: C/ dels Cavallers, 2, Encamp AD200 , Andorra ",42.5352127,attraction
4.0,1.5181146,"

Sant Esteve Church
","Address: Plaza Princep Benlloch, Andorra la Vella AD500, Andorra ",42.5062446,attraction
4.5,1.5595277,"

Sant Miquel d'Engolasters
","Address: Ctra CS 200, AD700, Andorra ",42.5109116,attraction
5.0,1.4815428,"

Comapedrosa Highlands Trail
","Address: Arinsal Road (CG-5), Arinsal, Andorra ",42.5749461,attraction
4.5,1.5234345,"

Sant Cristofol d'Anyos Church
","Address: Anyos, La Massana AD400, Andorra ",42.5327491,attraction
4.5,1.4818459,"

Vallnord Bike Park
","Address: Av. Traves, 2 - Edf Casa Casa Ferre 10, Arinsal AD400, Andorra ",42.5748011,attraction
4.5,1.5330732,"

Miniature Museum
","Address: Edifici Maragda, Ordino AD300, Andorra ",42.5556547,attraction
4.0,1.5994581,"

Ice Palace of Andorra
","Address: Ctra. General, Canillo AD100 , Andorra ",42.5666535,attraction
4.5,1.5218355,"

El Crosto
","Cap Del Carrer, 7 | Baixos, Andorra la Vella, Andorra ",42.5063174,restaurant
4.5,1.531081,"

L'Escenari de Pizzes
","AD 500 | Av. Dr. Mitjavila 19, Andorra la Vella AD 500, Andorra ",42.5098189,restaurant
4.5,1.5225895,"

The Tea Shop
","Calle La Llacuna, 2, Andorra la Vella AD500, Andorra ",42.5081499,restaurant
4.5,1.5220869,"

Versailles
","Carrer del Cap, 1, Andorra la Vella, Andorra ",42.5078915,restaurant
4.5,1.5213249,"

Bodega Poblet
","Carrer de l'Alzinaret 6 | AD500, Andorra la Vella, Andorra ",42.5088043,restaurant
4.5,1.5317257,"

Plat'in
","Carrer Bonaventura Riberaygua, 8 | Carrer Bonaventura Riberaygua, 8, Andorra la Vella AD500, Andorra ",42.5074133,restaurant
4.5,1.5207842,"

Restaurant Coma
","Placeta Monjo n 3, Andorra la Vella ad500, Andorra ",42.5069248,restaurant
4.5,1.5224501,"

Restaurant Eximi
","Carrer De La Llacuna, 5, Andorra la Vella AD500, Andorra ",42.5081963,restaurant
4.5,1.5153356,"

Can Manel
","C/ Mestre Xavier Plana, 6, Andorra la Vella, Andorra ",42.5064079,restaurant
4.5,1.5218355,"

Restaurant Ca La Conxita
","c/ La Llacuna, 12 | c/ La Llacuna, 12, Andorra la Vella, Parroquia de Andorra la Vella, Andorra la Vella, Andorra ",42.5063174,restaurant
4.5,1.5253919,"

Restaurant Tatu
","Avinguda de Tarragona, 58, Andorra la Vella AD500, Andorra ",42.5051858,restaurant
4.5,1.5218355,"

K L'IRINA
","carrer PERE D'URG NUMER 5 | Carrer Pere D'urg Numero 16, Andorra la Vella AD500, Andorra ",42.5063174,restaurant
4.5,1.5292014,"

El Raval
","C. Sant Esteve, 5, Andorra la Vella AD 500 , Andorra ",42.5075853,restaurant
5.0,1.5215287,"

Cal Sinquede
","Placa Guillemo 1, Andorra la Vella AD500, Andorra ",42.5082429,restaurant
4.5,1.5151098,"

El Burg
","Baixada Del Moli, N 47 | Andorra la Vella, Andorra la Vella AD500, Andorra ",42.50457,restaurant
4.0,1.5222998,"

And Burger Zero
","Cap del carrer, Andorra la Vella, Andorra ",42.508033,restaurant
4.5,1.5219382,"

La Cava Andorra
","C/ Mossen Cinto Verdaguer, 7, Andorra la Vella 822729, Andorra ",42.5083325,restaurant
4.0,1.5299884,"

Pizzeria Primavera
","C/ Callaueta 8, Andorra la Vella, Andorra ",42.5070386,restaurant
4.0,1.5236786,"

Bufet El Grill
","Avenida Meritxell, 11, Andorra la Vella AD500, Andorra ",42.5078726,restaurant
4.5,1.5207545,"

Minim's
","C/ Antic Carrer Major 5, Andorra la Vella, Andorra ",42.5071948,restaurant
4.0,1.5218355,"

Taberna Angel Belmonte
","C.Ciutat de Consuegra, 3, | Casa Campolier, Andorra la Vella, Andorra ",42.5063174,restaurant
4.5,1.5342964,"

Restaurant Pinosa
","C/ De la Unio 11, Andorra la Vella AD700, Andorra ",42.5077417,restaurant
4.0,1.5218355,"

L'olive
","Sant Salvador, 3, 1r pis, Andorra la Vella, Andorra ",42.5063174,restaurant
4.5,1.5306587,"

Vietnam Gourmet
","Carrer Joan Maragall, 22, Andorra la Vella AD500, Andorra ",42.5066149,restaurant
4.0,1.5325492,"

Restaurant Plaza at Hotel Plaza
","C. Maria Pla, 19-21, Andorra la Vella AD500, Andorra ",42.5069403,restaurant
4.0,1.5219399,"

La Adelita Andorra
","Placa Princep Benlloc 4, Andorra la Vella Ad500, Andorra ",42.5077641,restaurant
4.0,1.5214203,"

l' Arrosseria
","Carrer de la Vall, 1, Andorra la Vella AD500, Andorra ",42.5071575,restaurant
4.5,1.5220869,"

Quarts de Quinze
","Passatge Isabel Sandy 1 | Cap del Carrer, Andorra la Vella AD500, Andorra ",42.5078915,restaurant
4.0,1.5229374,"

The Family Arms
","Placa Rebes, 6 | Placa Rebes, 6, Andorra la Vella, Andorra la Vella AD500, Andorra ",42.5074964,restaurant
4.5,1.53232,"

Restaurant El Cap Bo
","C/ Babot Camp S/N, Andorra la Vella, Andorra ",42.5088681,restaurant
4.5,1.5387862,"

Marquet Gourmeterie
","Placa Co-princeps 3, Escaldes-Engordany (Principat d""Andorra), Escaldes-Engordany AD700, Andorra ",42.5100804,restaurant
5.0,1.5387862,"

Lounge Bar Julia Centre
","Avenida Carlemany, 115 | Dentro Centro Júlia, Escaldes-Engordany AD700, Andorra ",42.5100804,restaurant
4.5,1.5398361,"

L'enoteca
","Carrer del Parnal,4, Escaldes-Engordany AD700, Andorra ",42.5101361,restaurant
5.0,1.5387862,"

Delicies Turques
","Av. Del Fener, 4 16 Baixos, Escaldes-Engordany AD700, Andorra ",42.5100804,restaurant
4.5,1.5355252,"

Pizzeria Xavier
","Carrer Sant Antoni , 3, Escaldes-Engordany AD700, Andorra ",42.5082252,restaurant
4.5,1.5387862,"

El Cachirulo
","C/ De Les Boigues | Ed. El Fener, Local 2, Escaldes-Engordany, Andorra ",42.5100804,restaurant
4.5,1.5411634,"

Dolc i salat
","Avd, De Les Escoles 16, Escaldes-Engordany AD700, Andorra ",42.5104598,restaurant
4.0,1.5387862,"

La Casa Del Formatge
","C/ Coprincep F. Mitterand | 2 Bot. Molines, Local 4, Escaldes-Engordany, Andorra ",42.5100804,restaurant
4.0,1.5342964,"

Pizzeria Angelo
","C. De La Unio, 11, Escaldes-Engordany AD700, Andorra ",42.5077417,restaurant
4.0,1.5378836,"

And Burger Zero
","Francois Mitterrand, 6, Escaldes-Engordany, Andorra ",42.5100748,restaurant
4.0,1.5379712,"

INUU
","Av. Parc de la Mola, 10, Escaldes-Engordany, Andorra ",42.5111929,restaurant
4.0,1.542347,"

Sevilla
","Cm D'Ensucaranes, 1 1, Escaldes-Engordany, Andorra ",42.5093239,restaurant
4.0,1.5387862,"

Bar Restaurant Prat del Roure
","Complex Esportiu i Social del Prat del Roure | C. Esteve Albert s/n, Escaldes-Engordany AD700, Andorra ",42.5100804,restaurant
4.0,1.5387862,"

Andburguer Zero
","Francois Miterrand, L3 Botigues Molines, Escaldes-Engordany AD700, Andorra ",42.5100804,restaurant
4.0,1.5387862,"

Cheese's Art Restaurant
","C/ Francois Miterrand Local 4, Escaldes-Engordany AD700, Andorra ",42.5100804,restaurant
4.0,1.5411634,"

Restaurante Mussol
","Carrer de Les Escoles, 16, Escaldes-Engordany AD700, Andorra ",42.5104598,restaurant
4.5,1.535718,"

Hotel Mola Park Restaurant
","Av. Josep Viladomat, 22, Escaldes-Engordany AD700, Andorra ",42.5127024,restaurant
4.0,1.5342861,"

Bar Tertulia
","C/ De La Unio, 13, Escaldes-Engordany, Andorra ",42.5076907,restaurant
3.5,1.5384237,"

Jaleo
","Parc de la Mola, 9, Escaldes-Engordany, Andorra ",42.5110931,restaurant
4.0,1.5355398,"

El Greco
","C. Sant Antoni, 5, Escaldes-Engordany AD700, Andorra ",42.508118,restaurant
4.0,1.5387862,"

Deimos
","Datos GPS de Caldea: 420 30_ 40.32__ N _ 10 32_ 17.16__ E, Escaldes-Engordany, Andorra ",42.5100804,restaurant
3.5,1.5369708,"

1978 Cafe
","Carlemany 52, Escaldes-Engordany AD700, Andorra ",42.5087714,restaurant
4.5,1.5420049,"

Hotel Espel Restaurant
","Placa Creu Blanca, 1, Escaldes-Engordany AD700, Andorra ",42.5104265,restaurant
4.5,1.5348923,"

Cal Pepo
","Avinguda Fiter I Rossell, 33, Escaldes-Engordany AD700, Andorra ",42.5128139,restaurant
3.5,1.5387862,"

Pizza Roma
","Av. Carlemany 68 - Illa Carlemany, Escaldes-Engordany, Andorra ",42.5100804,restaurant
4.0,1.5379712,"

Restaurant Io
","Parc de la Mola, 10, Escaldes-Engordany AD700, Andorra ",42.5111929,restaurant
4.0,1.5408519,"

Atlantida Restaurant
","Av. De Les Escoles, 25, Escaldes-Engordany AD700, Andorra ",42.5102509,restaurant
4.5,1.5352193,"

Restaurant El Serch
","Av. Fiter I Rossell, 25, Escaldes-Engordany AD700, Andorra ",42.5122076,restaurant
4.0,1.5394499,"

Restaurant L'Entrecote
","Placa Coprinceps, 5, Escaldes-Engordany AD700, Andorra ",42.5092338,restaurant
4.5,1.5415499,"

Bar Orelles
","C/ De L'Obac, 7 1, Escaldes-Engordany, Andorra ",42.5082118,restaurant
4.5,1.7327554,"

oh burger lounge
","Carrer Catalunya 13, Pas de la Casa, Andorra ",42.541595,restaurant
5.0,1.7332474,"

Little Rock Cafe
","Avda D'Encamp, 41, Pas de la Casa, Andorra ",42.5388312,restaurant
5.0,1.7346625,"

Restaurant La Familia
","Carrer Major, N21, Pas de la Casa AD200, Andorra ",42.5426652,restaurant
4.5,1.731406,"

Olimpiades Andorra
","La Solana 33, Pas de la Casa AD200, Andorra ",42.5404429,restaurant
4.5,1.7320361,"

Underground Sports Bar and Grill
","C. Bearn, 16-18, Pas de la Casa AD200, Andorra ",42.5416826,restaurant
4.5,1.7334762,"

Restaurant El Provencal
","Av. D'Encamp, 39, Pas de la Casa AD200, Andorra ",42.5394418,restaurant
4.5,1.7328285,"

Bo & Gola
","C/ Bearn n06, Pas de la Casa AD200, Andorra ",42.541732,restaurant
4.5,1.7334762,"

Els Flocs
","Avinguda D'Encamp, 39, Pas de la Casa, Andorra ",42.5394418,restaurant
4.5,1.7339593,"

Chez paulo
","Carrer Abelletes, 6, Pas de la Casa, Andorra ",42.5427339,restaurant
4.5,1.7317755,"

Pas 83
","Placa de Vaquers, Pas de la Casa, Andorra ",42.5409002,restaurant
4.5,1.7323085,"

Paddy's Irish Bar
","Carrer Del Maia, 7, Pas de la Casa, Andorra ",42.5415289,restaurant
4.5,1.7318285,"

El Fogo Negre
","C/Bearn 26, Pas de la Casa ad200, Andorra ",42.5419882,restaurant
4.5,1.7334762,"

Rapid Pasta
","Avda D'Encamp, 39, Pas de la Casa, Andorra ",42.5394418,restaurant
4.0,1.7321255,"

KSB
","Carrer Dels Vaquers, 13, Pas de la Casa, Andorra ",42.5413809,restaurant
4.5,1.732591,"

restaurant mirtil
","12 Carrer Catalunya AD200 Pas de la Casa | Principauté d'andorre, Pas de la Casa AD200, Andorra ",42.5421978,restaurant
4.0,1.732591,"

El Marselles
","Carrer Bearn | Carrer Bearn, Pas de la Casa AD200, Andorra ",42.5421978,restaurant
4.0,1.732591,"

Refugi Llac dels Pessons
","Grau Roig Ski Slopes, Pas de la Casa, Andorra ",42.5421978,restaurant
4.0,1.7340556,"

Blau-Envalira
","29 Avenida D Encamp | Emcamp, Pas de la Casa AD 200, Andorra ",42.5403654,restaurant
4.0,1.73174,"

La Copa
","C/ Bearn, 17, Pas de la Casa, Andorra ",42.5417668,restaurant
5.0,1.7317916,"

graffiticafe
","Placa Sant Josep, 8, Pas de la Casa, Andorra ",42.5415003,restaurant
4.5,1.732591,"

Coll Blank KSB Restaurant
","Sector Pas de la Casa / Grau Roig, Pas de la Casa, Andorra ",42.5421978,restaurant
4.5,1.732591,"

el xalet suisse
","placa del vaquers | ediff lake placid, Pas de la Casa ad200, Andorra ",42.5421978,restaurant
4.0,,"

Hotel Catalunya Restaurant
","Carrer De Catalunya, 4, Pas de la Casa AD500, Andorra ",,restaurant
4.5,1.7345296,"

Chez Andre
","2 rue Pere d'Urgue, Pas de la Casa, Andorra ",42.5427188,restaurant
4.5,1.733618,"

Hotel Sporting Restaurant
","Carrer De Catalunya, 1, Pas de la Casa, Andorra ",42.5417023,restaurant
4.0,1.7321118,"

La Raclette Chez Gegene
","Carrer Maia, 16, Pas de la Casa, Andorra ",42.5420635,restaurant
4.5,1.732591,"

Pastisseria La Camarguesa
","Avda D'Encamp, 29. Edifici El Grizzli, Pas de la Casa, Andorra ",42.5421978,restaurant
3.5,,"

El Gargantua
","Avda D'Encamp, 39 Edifici Frontera Blanca, Pas de la Casa 09000, Andorra ",,restaurant
3.5,1.7337379,"

Pizzeria Roma
","Avda D'Encamp, 23, Pas de la Casa, Andorra ",42.5408827,restaurant
3.5,1.5800449,"

Hotel Restaurant de Les Neus
","carrer Compte de Foix, 2, Pas de la Casa AD200, Andorra ",42.5346038,restaurant
4.5,1.5831653,"

Restaurant Borda del Tremat
","Carrer Sant Miquel 23, Encamp AD200, Andorra ",42.5344778,restaurant
4.5,1.5792031,"

Borda Vella
","Avinguda del Princep Benlloch, 22, Encamp 200, Andorra ",42.5348222,restaurant
4.5,1.5801148,"

El Cresper
","C/ Pas De La Casa, 4, Encamp AD200, Andorra ",42.5346692,restaurant
4.5,1.5792031,"

K-sual
","Princep Benlloch, 22 | Encamp, Encamp AD200, Andorra ",42.5348222,restaurant
4.0,1.5872202,"

La Cirera
","Avda. Francois Mitterand, 81, Encamp AD200, Andorra ",42.5349708,restaurant
4.5,1.5830224,"

Can Fontcuberta
","Placa Del Comu, S/N, Encamp, Andorra ",42.5362652,restaurant
4.5,1.5877462,"

Bar Restaurant Funicamp
","Avinguda Francois Miterrand 120, Encamp, Andorra ",42.5349446,restaurant
4.5,1.583345,"

Guillem
","Els Arinsols, 10, Encamp AD200, Andorra ",42.5356628,restaurant
4.5,1.7002186,"

Hotel Grau Roig Restaurant
","Estacio D'Esqui Grau Roig, Encamp, Andorra ",42.5324162,restaurant
4.0,1.5683957,"

Restaurant Llac i Cel
","Llac D'Engolasters, Encamp, Andorra ",42.5197316,restaurant
4.5,1.5828523,"

Can Fontbernat
","C. Del Tremat, 12, Encamp AD200, Andorra ",42.5343841,restaurant
4.5,1.5803812,"

Shusski
","Avinguda De Joan Marti, 31, Encamp, Andorra ",42.5338715,restaurant
4.0,1.5830224,"

La Sangria
","carretera de Encamp a Canillo | al lado de la carretera a Meritxell, Encamp, Andorra ",42.5362652,restaurant
4.0,1.5822026,"

Borda Major 5
","Carrer Major Num. 5, Encamp AD200, Andorra ",42.5356566,restaurant
4.0,1.5794121,"

Granja-Cafeteria Xocolati
","Avda Princep Benlloch, 12, Encamp, Andorra ",42.5348111,restaurant
3.5,1.5830224,"

La Mosquera
","Travessera del jardi 3 | Placa Del Comu, Encamp AD200, Andorra ",42.5362652,restaurant
4.0,1.5879371,"

Solanelles Restaurants
","AD200 Encamp Funicamp, Encamp, Andorra ",42.5352888,restaurant
4.0,1.5819105,"

L'oregon
","Carrer major, 8, Encamp AD200, Andorra ",42.5353876,restaurant
4.0,1.5822833,"

Pastisseria Casal
","Placa Del Consell, 3, Encamp, Andorra ",42.5358901,restaurant
4.5,1.5830224,"

Tirant Lo Blanc
","Avinguda De Francois Mitterrand, 8 Casa Nova Manresa, Encamp, Andorra ",42.5362652,restaurant
5.0,1.5830224,"

Hotel Univers Restaurant
","C. Rene Baluard, 13 | Hotel Univers, Encamp AD200, Andorra ",42.5362652,restaurant
5.0,1.5830224,"

Hotel Coray Restaurant
","C/ Caballers 38 | Hotel Coray, Encamp AD200, Andorra ",42.5362652,restaurant
5.0,1.5759319,"

Flor de Neu
","Av. Joan Marti, 84, Encamp AD200, Andorra ",42.5327951,restaurant
4.5,1.5830224,"

Bistrot Restaurant
","Av Juan Marti 101, Encamp AD200, Andorra ",42.5362652,restaurant
4.0,1.6105098,"

Hotel Mila Restaurant
","C. Dels Cortals, Encamp, Andorra ",42.5335309,restaurant
4.0,1.5830224,"

El Raco Del Garri
","Av. Joan Marti 35B | Local 5, Encamp AD200, Andorra ",42.5362652,restaurant
5.0,1.5830224,"

Restaurant L'Ovella
","Carretera Dels Cortals, Edifici Solana, Encamp, Andorra ",42.5362652,restaurant
4.0,1.5827315,"

Caliu D'En Josep
","Av. Francois Miterrand, 4, Encamp AD200, Andorra ",42.5363608,restaurant
4.0,1.5738623,"

Hotel Montecarlo Restaurant
","Joan Marti, 104, Encamp AD200, Andorra ",42.5321804,restaurant
4.0,1.5790062,"

Benito
","Av. Joan Marti, 51, Encamp AD200, Andorra ",42.5330993,restaurant
4.5,1.4921277,"

Pizzeria Venezia
","Carrer de la callissa2 PB local1, Sant Julia de Loria AD600, Andorra ",42.4657861,restaurant
4.5,1.4921277,"

Snack Bar Valireta
","Av. Francesc Cairat, 6 Baixos, Sant Julia de Loria, Andorra ",42.4657861,restaurant
4.5,1.490968,"

Cafe Principal
","Placa Major, 5, Sant Julia de Loria, Andorra ",42.462965,restaurant
4.5,1.4911783,"

Restaurant Pizzeria Venecia
","Av. Verge de Canolich, 20, Sant Julia de Loria AD600, Andorra ",42.4626154,restaurant
4.0,1.4926267,"

Pizzeria Angelo
","Avinguda Rocafort, 27, Sant Julia de Loria AD600, Andorra ",42.469534,restaurant
4.0,1.4921277,"

River Cafe
","River Centre Comercial | Ctra. d'Espanya, Km 4, Sant Julia de Loria AD600, Andorra ",42.4657861,restaurant
4.0,1.4929542,"

Bar Restaurant Xenius
","Av. Rocafort, 32, Sant Julia de Loria, Andorra ",42.4695,restaurant
4.5,1.491235,"

Art I Pa Iii
","Av. Verge de Canolich, 41, Sant Julia de Loria AD600, Andorra ",42.4654092,restaurant
4.5,1.492216,"

Bar Cadi
","Av. Verge De Canolich, 64, Sant Julia de Loria, Andorra ",42.4662719,restaurant
3.5,1.4921277,"

Frankfurt-Cerveseria Loria
","Av. Verge De Canolich, Edifici Major 2, Sant Julia de Loria, Andorra ",42.4657861,restaurant
3.5,1.4913371,"

Bar Restaurant Coto
","Av. Verge De Canolich, 50, Sant Julia de Loria AD600, Andorra ",42.4653186,restaurant
4.0,1.4918396,"

Bar-Restaurant Muntanya
","C. Doctor Palau, 42, Sant Julia de Loria, Andorra ",42.4650526,restaurant
