rating,long,place,address,lat,type
3.0,1.4921277,"

Mac - Bar Punt De Trobada
","Ctra. General De La Seu D'Urgell A Andorra Km 3, Sant Julia de Loria, Andorra ",42.4657861,restaurant
3.5,1.4891021,"

Hotel Barcelona Restaurant
","Carretera Os De Civis. Aixovall, Sant Julia de Loria, Andorra ",42.4766266,restaurant
3.5,1.4921277,"

Bar Restaurant La Margineda
","Ctra. General S/N, Sant Julia de Loria, Andorra ",42.4657861,restaurant
3.5,1.4921277,"

Sant Eloi Hotel Restaurant
","Ctra. D'Espanya, S/N, Sant Julia de Loria, Andorra ",42.4657861,restaurant
4.0,1.4917616,"

Snack Bar Ca L'Angel
","C. Dr. Palau, 40 L1, Sant Julia de Loria AD600, Andorra ",42.4649304,restaurant
5.0,1.493949,"

Restaurant La Vaca Grill
","1600, Ctra. De la Rabassa, Sant Julia de Loria, Andorra ",42.4647594,restaurant
5.0,1.4933159,"

Bar Frankfurt L'Isard
","Av. Verge De Canolich, 98, Sant Julia de Loria, Andorra ",42.469992,restaurant
4.0,1.4924313,"

Bar Restaurant Verin
","Ctra. De La Rabassa, 2, Sant Julia de Loria, Andorra ",42.4664211,restaurant
5.0,1.4892693,"

Bar Canolich
","Ctra. De Fontaneda, 2, Sant Julia de Loria, Andorra ",42.4612642,restaurant
3.5,1.4921277,"

McDonald's
","Ctra. General S/N, Sant Julia de Loria, Andorra ",42.4657861,restaurant
3.0,1.4921277,"

Pizzeria Trovi
","Ctra. General D'Espanya, Km. 3, Sant Julia de Loria AD600, Andorra ",42.4657861,restaurant
4.0,1.492888,"

Bar Restaurant El Raco De L'Agust
","C. De La Rabassa, 8, Sant Julia de Loria, Andorra ",42.4661139,restaurant
3.5,1.4933189,"

Granja Pastisseria La Maduixa
","Av. Verge De Canolich, 92, Sant Julia de Loria, Andorra ",42.4696105,restaurant
4.0,1.4906712,"

Bar Restaurant 100 X Hora
","Av. Verge De Canolich, 10, Sant Julia de Loria, Andorra ",42.4618392,restaurant
3.0,1.4935456,"

Bar Restaurant Sancho Panza
","C. Carvajal De Hue, 4, Sant Julia de Loria, Andorra ",42.4680119,restaurant
3.0,1.4931852,"

Bar Restaurant Abian
","Av. Verge De Canolich, 91, Sant Julia de Loria, Andorra ",42.4691638,restaurant
3.0,1.493154,"

Bar Lusitania
","Av. Verge De Canolich, 97, Sant Julia de Loria, Andorra ",42.4694936,restaurant
3.0,1.491235,"

Pans & Company
","Av. Verge De Canolich, 41, Sant Julia de Loria, Andorra ",42.4654092,restaurant
4.5,1.5147392,"

La Borda Xica
","Carrer Major. Cap Del Carrer, La Massana, Andorra ",42.545625,restaurant
4.5,1.5191616,"

Pizza vitto
","Av. Sant antoni 79, La Massana, Andorra ",42.5411991,restaurant
4.5,1.5172413,"

La Capricciosa
","Av. S. Antoni 38, La Massana AD400, Andorra ",42.5424456,restaurant
4.0,1.5152702,"

Pizzeria Angelo
","Avinguda Sant Antoni, 27, La Massana AD400, Andorra ",42.5452937,restaurant
5.0,1.5141351,"

Fred Oh!
","C. Major, La Massana AD400, Andorra ",42.5453731,restaurant
4.5,1.517353,"

El Raco Dels Amics
","Avda. St. Antoni 42, La Massana Ad400, Andorra ",42.5421807,restaurant
4.0,1.4803803,"

Borda Raubert
","Cra d'Arinsal, La Massana AD400, Andorra ",42.5774676,restaurant
4.5,1.5147392,"

Mon Bohemi
","ad400 | Piscina Prat Del Moli, Complex Tabola, La Massana, Andorra ",42.545625,restaurant
4.5,1.5147392,"

Don Piacere
","Av. Del Ravell, 2 | Sabors Familiars, La Massana AD400, Andorra ",42.545625,restaurant
4.0,1.5170584,"

Cal Silvino
","Av. El Traves 21, La Massana AD400, Andorra ",42.5460019,restaurant
4.5,1.5149049,"

Kebab Istanbul
","Avinguda Sant Antoni 20, La Massana AD400, Andorra ",42.5454723,restaurant
4.5,1.5148376,"

Restaurant La Cuina d'en Joan
","Plaza de Les Fontetes, S/N, La Massana AD400, Andorra ",42.5460697,restaurant
4.0,1.5192453,"

Vesuvio
","Av. Sant Antoni, La Massana, Andorra ",42.5393893,restaurant
4.5,1.5142386,"

T de T
","Av. Sant Antoni, 14, La Massana AD400, Andorra ",42.5458451,restaurant
4.5,1.5132503,"

Hotel Rutllan Restaurant
","Av. Del Ravell, 3, La Massana AD400, Andorra ",42.5473946,restaurant
5.0,1.5124359,"

Granja la Plana
","Ctra. Dels Plans, 9, La Massana AD400, Andorra ",42.5389196,restaurant
3.5,1.5125636,"

Restaurant del Prat Gran
","Avenue del Ravell, La Massana, Andorra ",42.5489603,restaurant
4.5,1.4968131,"

Borda Xixerella
","Carretera de Pal - Erts, La Massana, Andorra ",42.5615915,restaurant
4.0,1.5147392,"

Irish Pub Magic Massana
","Av. Del Traves, 7 | Magic La Massana Hotel, La Massana AD400, Andorra ",42.545625,restaurant
4.0,1.5192453,"

Hostal Palanques
","Hostal Palanques, Av. Sant Antoni, La Massana AD400, Andorra ",42.5393893,restaurant
4.0,1.5169978,"

Pollastre Volador
","Av. Sant Antoni, 51, La Massana AD400, Andorra ",42.5433994,restaurant
3.5,1.4751955,"

Pla de la Cot Restaurant
","Pla de la Cot. Vallnord Pal, La Massana AD400, Andorra ",42.544869,restaurant
4.0,1.5147392,"

Pla de L'Estany
","C. Major, 2, Casa Quico, La Massana AD400, Andorra ",42.545625,restaurant
4.0,1.5192453,"

Restaurant Casino
","AV . Sant Antoni, La Massana, Andorra ",42.5393893,restaurant
3.0,1.5147392,"

Borda Xica
","C.Major, Sn, La Massana AD400, Andorra ",42.545625,restaurant
4.0,1.4707758,"

Restaurant El Rusc
","Ctra. General, 4, La Massana, Andorra ",42.5846319,restaurant
1.5,1.5171433,"

Hotel Marco Polo Restaurant
","Av. Sant Antoni, 36, La Massana AD400, Andorra ",42.5426101,restaurant
2.0,1.5147392,"

El Raco de la Fina
","Av. Del Traves, 3 Baixos, Casa Palanca, La Massana AD400, Andorra ",42.545625,restaurant
4.5,1.5903635,"

Borda L'Era del Rossell
"," | Meritxell, Canillo AD100, Andorra ",42.5557411,restaurant
4.5,1.5994581,"

Ca L'argenti R-40
","Ctra de Parts S/N Ap. Sant Bernat, Canillo AD100, Andorra ",42.5666535,restaurant
4.5,1.5903635,"

Restaurant L'Ermita
","Mertixell, s/n Canillo | Hotel L'Ermita, Meritxell, Canillo Ad100, Andorra ",42.5557411,restaurant
4.5,1.6010805,"

Pastisseria Salo De Te Les Delicies Del Jimmy
","Av. Sant Joan De Caselles, Canillo, Andorra ",42.5672814,restaurant
4.0,1.5994581,"

Moli Del Peano
","Carretera Generale, Canillo, | AD100, Canillo, Andorra ",42.5666535,restaurant
4.0,1.5994581,"

la cantina dels racons
","carretera general s/n, Canillo AD100 Canillo, Andorra ",42.5666535,restaurant
4.5,1.6507314,"

Arrosseria Pi de Migdia
","El Tarter | El Tarter, Canillo AD100, Andorra ",42.5798288,restaurant
4.5,1.6511742,"

Hotel Del Tarter
","Ctra. N-II El Tarter | AD100, Canillo, Andorra ",42.5801488,restaurant
4.5,1.5994581,"

Terrassa Del Sola
","Ctra. General 2, S/N, Canillo AD100, Andorra ",42.5666535,restaurant
4.5,,"

La Taula Dels Amics
","Carretera General Casa Nova Ros, Canillo AD1000, Andorra ",,restaurant
4.0,1.7322761,"

Bar Restaurant Els Pessons
","Ctra. General De Canillo, Canillo AD 100, Andorra ",42.543866,restaurant
4.0,1.5994581,"

Burger Roc
","Av. Sant Joan De Caselles S/N Casa Roc, Canillo, Andorra ",42.5666535,restaurant
4.0,1.6010805,"

Hotel Font D'Argent Canillo Restaurant
","Av. Sant Joan De Caselles S/N, Canillo, Andorra ",42.5672814,restaurant
3.5,1.6010805,"

The Creperia
","Avinguda Sant Joan de Casalles, Canillo, Andorra ",42.5672814,restaurant
4.0,1.5994581,"

L’ Arlequi
","Carretera General, Canillo AD100 , Andorra ",42.5666535,restaurant
3.5,1.5994581,"

Restaurante El Sola
","Carretera General s/n, Canillo Ad100, Andorra ",42.5666535,restaurant
4.5,1.5999814,"

Cal Bonavida
","Peu Del Carrer, 1, Canillo AD100, Andorra ",42.5663992,restaurant
4.0,1.5994581,"

La Fabrica de Gel
","Palau de Gel, Canillo AD100, Andorra ",42.5666535,restaurant
5.0,1.5994581,"

Bar Pas Del Cabirol
","Ctra. General 2, Canillo AD100, Andorra ",42.5666535,restaurant
5.0,1.5994581,"

Creperie Bretonne Iguana
","Carretera General, Canillo AD100, Andorra ",42.5666535,restaurant
3.5,1.599426,"

La Roda
","Carrer del Perdut, 5, Canillo, Andorra ",42.5668504,restaurant
3.5,1.5994581,"

The Villager Tapas & Wine
","Carretera General Soldeu S/N | Carretera General Soldeu S/N, Canillo AD100, Andorra ",42.5666535,restaurant
3.0,1.5994581,"

Taverna De L'Iguana
","Casa Leonor, Local 2, Canillo, Andorra ",42.5666535,restaurant
4.0,1.5994581,"

Roc De Les Bruixes - El Forn
","Estacio D'Esqui De Grandvalira, Sector El Canillo, Canillo AD100, Andorra ",42.5666535,restaurant
3.5,1.7336282,"

Granja Pastisseria Cal Frances
","Carretera General, Canillo, Andorra ",42.5451852,restaurant
3.0,1.5994581,"

Bar Restaurant La Relliscada
","Carretera General A Franca, Canillo, Andorra ",42.5666535,restaurant
4.0,1.7336282,"

Bar Restaurant Frankfurt El Cobert
","Carretera General, Canillo, Andorra ",42.5451852,restaurant
3.0,1.7336282,"

Aparthotel Els Meners Restaurant
","Ctra. General S/N, Canillo, Andorra ",42.5451852,restaurant
3.0,1.6010805,"

Restaurant Moli Del Peano
","Ctra. General 2, Av. Sant Joan de Caselles, Canillo AD100, Andorra ",42.5672814,restaurant
1.0,1.5903635,"

Bar Comet
","Casa Comet, Meritxell, Canillo, Andorra ",42.5557411,restaurant
4.5,1.6660487,"

Restaurant Taverna de la iaia
","Carrer Antic | Edifici Regi, Soldeu Ad100, Andorra ",42.577791,restaurant
4.5,1.6657276,"

The Merlot Restaurant - Soldeu
","Marrades del Piol, Soldeu AD100, Andorra ",42.5782581,restaurant
4.5,1.6660487,"

La Caleta
","Crta. General de Soldeu | Casa Nova Peretol, L.A, Soldeu, Andorra ",42.577791,restaurant
4.5,1.6660487,"

Fat Albert's
","Calle Vel, placa del poble, Soldeu AD100, Andorra ",42.577791,restaurant
4.5,1.6660487,"

Restaurant La Llar de L'artesa - Borda Popaire
","Bordes d'Envalira km 22 | Els Llacs Apartments Turisticos, Soldeu, Andorra ",42.577791,restaurant
4.5,1.6660487,"

Glassbar
","Crta General S/N | Sport Hotel Hermitage & Spa, Soldeu AD100, Andorra ",42.577791,restaurant
4.0,1.6660487,"

Pizzeria L'Avet
","Ctra General, Soldeu, Andorra ",42.577791,restaurant
4.0,1.6660487,"

Hotel Naudi Restaurant
","Carretera General, Soldeu, Andorra ",42.577791,restaurant
4.0,1.6660487,"

Hotel Bruxelles Restaurant
","Ctra General, Soldeu, Andorra ",42.577791,restaurant
4.0,1.6660487,"

Aspen Bar
","Edifici Aspen Ctra. General, Soldeu, Andorra ",42.577791,restaurant
4.0,1.6558972,"

Cort de Popaire
","Placa de Soldeu, Soldeu AD100, Andorra ",42.5748156,restaurant
4.0,1.6660487,"

Origen
","Crta General S/N - Soldeu, Soldeu AD100, Andorra ",42.577791,restaurant
4.0,1.6660487,"

Restaurante Steak House Gall de Bosc
","Pistas de Ski Soldeu, Soldeu, Andorra ",42.577791,restaurant
4.5,1.6660487,"

Delbosc Coffee Shop
","Placa del piol s/n0 | Casa Molne Pb, Soldeu, Andorra ",42.577791,restaurant
4.0,1.6660487,"

La Palmera De Soldeu
","Ctra General Edifici Els Arcs, 5 | super JUAN, Soldeu ad100, Andorra ",42.577791,restaurant
4.0,1.6660487,"

Sol i Neu Club Hermitage.
","Ctra General S/N, Soldeu AD100, Andorra ",42.577791,restaurant
5.0,1.6660487,"

Koy Hermitage
","Crta General Soldeu Principado de Andorra, Soldeu AD100, Andorra ",42.577791,restaurant
3.5,1.6660487,"

Arrels
","Crta General s/n Soldeu - Canillo | Sport Hotel Hermitage & Spa, Soldeu, Andorra ",42.577791,restaurant
4.0,1.6660487,"

Hotel Soldeu Maistre Restaurant
","C. De La Font, S/N | Hotel Soldeu Maistre, Soldeu AD100, Andorra ",42.577791,restaurant
3.5,1.6660487,"

Pub Villager Sport Hotel Village
","Ctra General S/N, Soldeu, Andorra ",42.577791,restaurant
2.5,1.6660487,"

Restaurante Fontanella
","Ctra General s/n | Hotel Piolets & Spa, Soldeu, Andorra ",42.577791,restaurant
5.0,1.4818459,"

Ruta 40
","Carrer de la Callissa S/Numero, Arinsal AD400, Andorra ",42.5748011,restaurant
4.5,1.4818459,"

El Moli
","Carretera General | AD400 Arinsal La Massana, Arinsal, Andorra ",42.5748011,restaurant
4.5,1.4818459,"

Quo Vadis Arinsal
","Arinsal (Main Street), Arinsal AD400, Andorra ",42.5748011,restaurant
4.5,1.4818459,"

La Llum D'oli
","CRTA. GENERAL 5, 43, PB LOCAL 2 | ED. PRAT DE LA MOLA D'ARENY, Arinsal, Andorra ",42.5748011,restaurant
4.5,1.4818459,"

Snack Bar The Bull
","Borda del Pradet, Arinsal AD400, Andorra ",42.5748011,restaurant
4.5,1.4818459,"

Pampa Arinsal
","Ctra. General D'Arinsal L1 | Ed. Amadeu, Arinsal AD400, Andorra ",42.5748011,restaurant
4.0,1.4815428,"

Restaurante Cisco's
","Carretera d_Arinsal, s/n (CG-5), Arinsal, Andorra ",42.5749461,restaurant
4.5,,"

Restaurant 3600
","Carretera General S/N | 50 metres passant el telecabina,a ma esquerra, Arinsal AD 400, Andorra ",,restaurant
4.0,1.4818459,"

SURF ARINSAL
","Carretera General d'Arinsal | Carretera General d'Arinsal, Arinsal ad400, Andorra ",42.5748011,restaurant
4.5,,"

Cerro Otto
","Carretera General D'Arinsal | Bordes D'Arinsal, Local 5, Arinsal AD 400, Andorra ",,restaurant
4.5,1.4818459,"

Deja Vu
","Crta. Gral de Arinsal, 15, Arinsal AD400, Andorra ",42.5748011,restaurant
4.0,1.4818459,"

Polar Base Bar Restaurant
","Carretera d'Arinsal, 16 Ed. Joan Torne, Arinsal AD400, Andorra ",42.5748011,restaurant
5.0,1.4818459,"

Hotel Xalet Verdu Restaurant
","Prat Del Verdu S/N, Arinsal AD400, Andorra ",42.5748011,restaurant
4.0,1.4818459,"

Polar Bar Restaurant
","Edifici Comallemple - Pistes Arinsal, Arinsal AD400, Andorra ",42.5748011,restaurant
4.0,1.4818459,"

Restaurant El Bosc
","Ctra. General D'Arinsal, Ed. Areny, Baixos, L1, Arinsal AD400, Andorra ",42.5748011,restaurant
5.0,1.4818459,"

Diana Parc
","Ctra. General Arinsal, S/N, Arinsal AD400, Andorra ",42.5748011,restaurant
4.0,1.4818459,"

Restaurant El Xalet
","Hotel Montane, Ctra General, Arinsal, Andorra ",42.5748011,restaurant
5.0,1.4818459,"

Igloo Bar
","Snow Park D'Arinsal, Cota 2400M Pistes Arinsal, Arinsal AD400, Andorra ",42.5748011,restaurant
5.0,1.4707758,"

Apartaments Turistics Sant Roma
","Ctra. General, 53, Arinsal AD400, Andorra ",42.5846319,restaurant
4.0,1.4818459,"

Emo
","Hotel Palome, Arinsal, Andorra ",42.5748011,restaurant
3.5,1.4818459,"

Hotel Solana Restaurant
","Ctra. Gral Arinsal, 29, Arinsal, Andorra ",42.5748011,restaurant
4.5,1.4818459,"

Sagardotegi-Pub Herri
","Carretera d'Arinsal | Edifici Amadeus B - Local 3, Arinsal AD400, Andorra ",42.5748011,restaurant
3.5,1.4818459,"

Taverna Comapedrosa
","Placa de l'Esglesia | Hotel Comapedrosa, Arinsal AD400, Andorra ",42.5748011,restaurant
3.5,1.4818459,"

Hotel Crest Restaurant
","Ctra. General D'Arinsal A Peu De Pistes, Arinsal, Andorra ",42.5748011,restaurant
5.0,1.5335306,"

Arrosseria Marisqueria 2
","C. Mossen Cinto Verdaguer 1, Ordino AD300, Andorra ",42.5556484,restaurant
4.5,1.5330732,"

Nou Vertical
","Casa Jep De Tor, Ordino, Andorra ",42.5556547,restaurant
4.5,1.5330732,"

Restaurant Pizzeria Coll D'Ordino
","Ctra. Coll D'Ordino. Edifici Prat Gran, Ordino, Andorra ",42.5556547,restaurant
4.5,1.5330732,"

Bar Restaurant La Clota
","Urbanitzacio La Clota Verda, Ordino, Andorra ",42.5556547,restaurant
4.0,1.4960939,"

L'era d'en Jaume
","Carrer del Quart, Ordino, Andorra ",42.5616209,restaurant
4.5,1.5330732,"

Nou Vertical
","Carrer Major 22 | Casa Jep de Tor, Local 1, Ordino AD300, Andorra ",42.5556547,restaurant
4.0,1.5330732,"

Bar Restaurant Gaspa
","Crta General | Cruilla de I'Aldosa, Ordino AD300, Andorra ",42.5556547,restaurant
4.5,1.5142673,"

El Raconet del Nou Vertical
","Carrer Major, 19, Ordino AD400, Andorra ",42.5322988,restaurant
4.0,1.5330732,"

El xalet del bringue
","Ordino, Ordino, Andorra ",42.5556547,restaurant
4.0,1.5330732,"

Hotel Coma Restaurant
","Camp De La Tarrada S/N, Ordino, Andorra ",42.5556547,restaurant
3.5,1.5336491,"

Topic
","Cobert De Picamal Carrer Major, Ordino AD300, Andorra ",42.5566764,restaurant
3.5,1.5333466,"

Casa Leon Armengol
","Placa Major, Ordino, Andorra ",42.55682,restaurant
3.5,1.4707758,"

Hotel Ordino Restaurant
","Carretera General, Ordino, Andorra ",42.5846319,restaurant
3.5,1.549253,"

Hotel La Cabana Restaurant
","Carretera Del Coll D'Ordino, Ordino, Andorra ",42.5538288,restaurant
4.0,1.5330732,"

Bar Babi
","C/ Major, Casa Babot, Ordino AD300, Andorra ",42.5556547,restaurant
3.5,1.5331943,"

Snack-Bar Quim
","C/ Major 10, Ordino, Andorra ",42.5567034,restaurant
4.5,1.5330732,"

Hotel Babot Restaurant
","Carretera Coll D'Ordino Cap Del Puy, Ordino, Andorra ",42.5556547,restaurant
4.0,1.4978432,"

Restaurant Parador
","Av D'Enclar 100, Santa Coloma, Andorra ",42.4935354,restaurant
3.5,1.5048831,"

Don Pernil
","Av. Enclar, 4, Santa Coloma AD500, Andorra ",42.4985821,restaurant
3.5,1.5050492,"

Restaurant Viena
","Avenida de Salou, 82-84, Santa Coloma, Andorra ",42.4952375,restaurant
4.0,1.4961953,"

Restaurant Borda Poblado
","c/ Poblado, 4, Santa Coloma, Andorra ",42.4910006,restaurant
3.0,1.5020006,"

Cal Pinxo
","Av. Enclar, 35, Santa Coloma AD500, Andorra ",42.4969386,restaurant
4.5,,"

Bonet
","Ctra. General, Pal | AD 400, Pal, Andorra ",,restaurant
4.5,1.4756821,"

Restaurant Lydia
","La Fontanella, Pal AD400, Andorra ",42.5455293,restaurant
4.5,1.4751955,"

Restaurant Borda Eulari
","Placa Del Poble | Anyós, Pal AD400, Andorra ",42.544869,restaurant
4.5,1.4751955,"

Paincocotte
","Edifici Comallemple | Pistes D'esqui D' Arinsal, Pal AD400, Andorra ",42.544869,restaurant
5.0,1.4751955,"

Crepes and Go
","Estacio D'Esqui Pal, Pal AD400, Andorra ",42.544869,restaurant
4.5,,"

L'Abarset
","Parking Del Tarter, El Tarter, Andorra ",,restaurant
4.0,1.6511742,"

Restaurant Manacor
","Carretera General N02 | De Canillo a Ransol, El Tarter AD100, Andorra ",42.5801488,restaurant
3.5,,"

Dylan's
","Edifici Tremol, El Tarter 100, Andorra ",,restaurant
3.5,,"

Restaurant Del Clos
","Ctra. General S/N, El Tarter, Andorra ",,restaurant
3.5,,"

Hotel Nordic
","Ctra. General S/N, El Tarter, Andorra ",,restaurant
3.5,,"

Snack Bar El Clos
","Edifici Rafel Casal Peu De Pistes, El Tarter, Andorra ",,restaurant
4.5,,"

Borda del Rector
","Main Road, 2 | (Between Soldeu y El Tarter), Incles AD100, Andorra ",,restaurant
4.5,,"

Hotel Parador Canaro S.L. Restaurant
","Carretera General, 2, Incles, Andorra ",,restaurant
4.5,,"

La Cabaneta
","Carretera General D'Incles, Incles, Andorra ",,restaurant
4.0,,"

Bar Restaurant Can Pep
","Edifici Aleix. Ctra. General, Incles, Andorra ",,restaurant
4.5,,"

Restaurant i Supermercat La Coma
","Carretera General D'Incles, Incles, Andorra ",,restaurant
4.0,,"

Hotel Galanthus Restaurant
","Ctra General A Franca Km 17, Incles, Andorra ",,restaurant
4.5,1.5388704,"

Refugi Les Portelles
","Edf. Les Portelles , Camp de Neu Ordino-Arcalis, El Serrat AD300, Andorra ",42.618587,restaurant
4.0,,"

Hotel Bringue Restaurant
","Carretera General, El Serrat, Andorra ",,restaurant
4.0,1.5386079,"

Hotel Xalet Bringue Restaurant
","Av. Sant Pere S/N, El Serrat AD300, Andorra ",42.6184447,restaurant
4.0,,"

Els Planells D'Arcalis
","Estacio D'Esqui Arcalis, El Serrat, Andorra ",,restaurant
4.0,,"

Aparthotel Rialb Restaurant
","Ctra General S/N, El Serrat, Andorra ",,restaurant
3.0,1.5388704,"

Restaurante la Coma & La Girgola
","Carretera General, 3 | Estacion de Esqui Ordino Arcalis, El Serrat AD300, Andorra ",42.618587,restaurant
3.0,,"

Hotel El Serrat Restaurant
","Ctra General S/N, El Serrat, Andorra ",,restaurant
4.5,1.5267634,"

L'ensegur
","Casa Antonet 14 | Carretera General 3, Llorts AD300, Andorra ",42.5964092,restaurant
4.5,1.5267634,"

Braseria La Neu
","Avenida l'Angonella S/N | Av. L'Angonella, S/N, Llorts AD300, Andorra ",42.5964092,restaurant
4.0,1.5267634,"

Borda Restaurant L'Era d'en Jaume
","Placa de Llorts, Llorts, Andorra ",42.5964092,restaurant
4.5,1.5267634,"

El Raco Del Prat De Les Mines
","Ctra General, Prat De Les Mines, Llorts, Andorra ",42.5964092,restaurant
5.0,1.5267634,"

Bar Aparthotel Fijat
","Ctra General 3, Llorts, Andorra ",42.5964092,restaurant
4.5,1.5191982,"

Restaurant Font Blanca
","Ctra General Del Serrat | Ctra General Del Serrat, La Cortinada, Parroquia de Ordino, La Cortinada, Andorra ",42.5756916,restaurant
4.0,,"

Cal Tonet
","Carretera General d'Arcalis 3, La Cortinada, Andorra ",,restaurant
4.0,1.5191982,"

Hotel Sucara Restaurant
","Carretera General D'Ordino, La Cortinada, Andorra ",42.5756916,restaurant
4.0,,"

Hotel Cal Daina Restaurant
","Ctra General Del Serrat, La Cortinada, Andorra ",,restaurant
4.5,1.7002186,"

Vodkabar Andorra
","Pie Del Teleesqui Montmalus - Grau Roig, Grau Roig AD200, Andorra ",42.5324162,restaurant
3.0,1.7002186,"

Sagres Restaurant
","Estacion de Esqui de Grandvalira, Sector Grau Roig, Grau Roig AD200, Grau Roig, Andorra ",42.5324162,restaurant
2.5,,"

Restaurante Piolet
","Peu de Teleesqui Montmalus - Grau Roig, Grau Roig, Andorra ",,restaurant
4.5,1.4968131,"

Borda d'Erts
","Carretera d'Arinsal | Carretera d'Arinsal S/N, Erts AD400, Andorra ",42.5615915,restaurant
4.0,,"

L'Hort De Casa
","Carretera General D'Arinsal, Erts, Andorra ",,restaurant
4.0,,"

Bambu Oriental Bar & Restaurant
","Hotel Palarine, Cta General D' Arinsal, Erts AD 400, Andorra ",,restaurant
4.0,1.5162798,"

Moli dels Fanals
","Av. Les Comes 3, Sispony AD400, Andorra ",42.5333142,restaurant
5.0,1.516434,"

Borda Jovell
","Av. Del Jovell, 18, Sispony AD400, Andorra ",42.5361431,restaurant
3.5,1.5167431,"

La Burna Restaurant
","Av Del Jovell, 20, Sispony, Andorra ",42.5367218,restaurant
